uberon_id name
UBERON:0004396 epiphysis_of_second_metatarsal_bone
UBERON:0004395 epiphysis_of_first_metatarsal_bone
UBERON:0004394 epiphysis_of_fourth_metacarpal_bone
UBERON:0004399 epiphysis_of_fifth_metatarsal_bone
UBERON:0004398 epiphysis_of_fourth_metatarsal_bone
UBERON:0008845 nonskeletal_ligament
UBERON:2000321 caudal_levator
UBERON:0008844 gubernaculum_(female)
UBERON:0005447 obsolete_bladder_fundus
UBERON:0008843 gubernaculum_testis
UBERON:0008842 suspensory_ligament_of_testis
UBERON:0007239 tunica_media_of_artery
UBERON:0008841 suspensory_ligament
UBERON:0007238 1st_arch_maxillary_component
UBERON:0008840 plantar_pad
UBERON:2001529 epibranchial_3_cartilage
UBERON:0022761 obsolete_superficial_feature_part_of_intermediate_hypothalamic_region
UBERON:4200122 pubotibialis
UBERON:0007109 meconium
UBERON:4200120 puboischiadic_plate
UBERON:4200127 suprascapula_foramen
UBERON:4200124 sternal_trabecula
UBERON:0007317 superficial_external_pudendal_artery
UBERON:4200128 synarcual_region_of_vertebral_column
UBERON:0016466 antihelix
UBERON:0015096 distal_carpal_bone_5_endochondral_element
UBERON:0015097 distal_carpal_bone_5_cartilage
UBERON:0015094 distal_carpal_bone_4_cartilage
UBERON:0007315 internal_pudendal_artery
UBERON:0015092 distal_carpal_bone_3_pre-cartilage_condensation
UBERON:0014933 periventricular_gray_matter
UBERON:0015090 distal_carpal_bone_3_endochondral_element
UBERON:0015091 distal_carpal_bone_3_cartilage
UBERON:0007312 pudendal_artery
UBERON:0015098 distal_carpal_bone_5_pre-cartilage_condensation
UBERON:0007108 vernix_caseosa
UBERON:0007230 lateral_vestibular_nucleus
UBERON:0007311 sputum
UBERON:0007233 4_cell_stage
UBERON:0009130 dorsal_meso-duodenum
UBERON:0007232 2_cell_stage
UBERON:2001869 supraneural_2_cartilage
UBERON:0009131 obsolete_midbrain_vesicle
UBERON:0007185 pericardio-peritoneal_canal_mesothelium
UBERON:0008449 trochlear_notch
UBERON:0007234 obsolete_4-8_cell_stage
UBERON:0009057 one-pass_circulatory_system
UBERON:0009056 two-pass_circulatory_system
UBERON:0009055 closed_circulatory_system
UBERON:0009054 open_circulatory_system
UBERON:0009053 dorsal_nucleus_of_trapezoid_body
UBERON:0009051 gelatinous_nucleus_of_solitary_tract
UBERON:0008955 middle_lobe_of_lung
UBERON:0003419 mesenchyme_of_parotid
UBERON:0007236 8_cell_stage
UBERON:0005725 olfactory_system
UBERON:0003418 mesenchyme_of_submandibular_gland
UBERON:0001603 lateral_rectus_extra-ocular_muscle
UBERON:0001600 tensor_tympani
UBERON:0001601 extra-ocular_muscle
UBERON:0001606 muscle_of_iris
UBERON:0001607 sphincter_pupillae
UBERON:0001604 levator_palpebrae_superioris
UBERON:0001605 ciliary_muscle
UBERON:0001608 dilatator_pupillae
UBERON:0001609 isthmus_of_thyroid_gland
UBERON:0018685 nursing_stage
UBERON:0006630 left_atrium_auricular_region
UBERON:0008335 ventrolateral_sulcus_of_medulla_oblongata
UBERON:0006631 right_atrium_auricular_region
UBERON:0008334 subarachnoid_sulcus
UBERON:0005156 reproductive_structure
UBERON:0003416 mesenchyme_of_tongue
UBERON:0006634 lingual_vein
UBERON:0000925 endoderm
UBERON:0008331 clitoral_smooth_muscle
UBERON:0006635 anterior_abdominal_wall
UBERON:0000926 mesoderm
UBERON:0003410 oropharyngeal_gland
UBERON:3010786 pars_subvertebralis
UBERON:0005853 sacral_spinal_cord_ventral_column
UBERON:3010784 m._oblique_internus
UBERON:0000927 mesectoderm
UBERON:0008333 hilum_of_inferior_olivary_complex
UBERON:3010780 pars_recta
UBERON:0005852 thoracic_spinal_cord_ventral_column
UBERON:0000920 egg_chorion
UBERON:0008332 hilum_of_neuraxis
UBERON:0024081 obsolete_regional_part_of_stratum_lucidum
UBERON:0000921 obsolete_pronucleus
UBERON:0000922 embryo
UBERON:0000923 germ_layer
UBERON:0005856 developing_mesenchymal_condensation
UBERON:0011795 remex_feather
UBERON:0008956 involucrum
UBERON:0011797 secondary_remex_feather
UBERON:0011796 primary_remex_feather
UBERON:0016849 obsolete_subparabrachial_nucleus
UBERON:0011793 flight_feather
UBERON:0011792 feather_muscle
UBERON:3010736 ramus_posterior_of_CN_VIII
UBERON:0005502 rhombomere_roof_plate
UBERON:0011799 cavity_of_feather_shaft
UBERON:0011798 tertial_remex_feather
UBERON:0005408 circumventricular_organ
UBERON:2001508 trabecula_communis
UBERON:0002533 post-anal_tail_bud
UBERON:0005409 gastrointestinal_system
UBERON:0001273 ilium
UBERON:0001272 innominate_bone
UBERON:0001271 pelvic_girdle_region
UBERON:0001270 bony_pelvis
UBERON:0001277 intestinal_epithelium
UBERON:0001276 epithelium_of_stomach
UBERON:0001275 pubis
UBERON:0001274 ischium
UBERON:0001279 portal_triad
UBERON:0001278 epithelium_of_large_intestine
UBERON:2002269 interarcual_cartilage
UBERON:0034898 alveolar_ridge_of_premaxilla
UBERON:0007266 intervertebral_disk_of_atlas
UBERON:0025409 obsolete_regional_part_of_neurohypophysis
UBERON:0011325 pharyngeal_nerve_plexus
UBERON:0008953 lower_lobe_of_left_lung
UBERON:0014754 P4_area_of_pallium_(Myxiniformes)
UBERON:0014755 P5_area_of_pallium_(Myxiniformes)
UBERON:0014752 P2_area_of_pallium_(Myxiniformes)
UBERON:0014753 P3_area_of_pallium_(Myxiniformes)
UBERON:0011770 mentomeckelian
UBERON:3000956 hypobranchial_II
UBERON:0008952 upper_lobe_of_left_lung
UBERON:3000954 hypobranchial_I
UBERON:0014751 P1_area_of_pallium_(Myxiniformes)
UBERON:3000952 posterior_radial
UBERON:3000953 ceratobranchials_II--IV
UBERON:3000950 os_triangulare
UBERON:3000951 anterior_radial
UBERON:0005358 ventricle_of_nervous_system
UBERON:0005359 spinal_cord_ependyma
UBERON:0005604 extrahepatic_part_of_hepatic_duct
UBERON:0005605 intrahepatic_part_of_hepatic_duct
UBERON:0005602 dorsal_mesogastrium
UBERON:0005601 dorsal_mesocardium
UBERON:0005350 lobule_simplex
UBERON:0005352 spermatic_cord
UBERON:0005353 spleen_perifollicular_zone
UBERON:0005354 malleus_processus_brevis
UBERON:0005355 malleus_neck
