zfin_id	gene_name	ensemble_id	uberon_annotations
zdb-gene-070117-566	unm_m96	not_found	uberon_0000477,uberon_0001846,uberon_0000480,uberon_0002280,uberon_0001032,uberon_0000463
zdb-gene-070117-567	unm_tp46	not_found	uberon_0001708,uberon_2001232,uberon_0000477,uberon_2001231,uberon_0008823,uberon_0000019,uberon_2001229,uberon_2001228,uberon_0011610,uberon_0000480,uberon_2001230,uberon_0005884,uberon_0005886,uberon_0004119,uberon_0013765
zdb-gene-070117-564	unm_to219	not_found	uberon_0001708,uberon_0000477,uberon_0000480,uberon_0004119,uberon_0000479,uberon_0005886,uberon_0002328,uberon_0008895,uberon_0003102,uberon_0000151
zdb-gene-070117-565	unm_tv60c	not_found	uberon_0001708,uberon_0000477,uberon_0008823,uberon_0000019,uberon_0000480,uberon_0005886,uberon_0005884,uberon_0004119
zdb-gene-070117-562	unm_tp219e	not_found	uberon_0000477,uberon_0000480,uberon_0001846
zdb-gene-070117-563	unm_m272	not_found	uberon_0000489,uberon_0008897,uberon_0000948,uberon_0003102,uberon_0010313
zdb-gene-070117-560	unm_tj266a	not_found	uberon_0002050,uberon_0000061
zdb-gene-070117-561	unm_tz262b	not_found	uberon_0007812,uberon_0000468
zdb-gene-070117-569	unm_tk64	not_found	uberon_0000468
zdb-gene-110411-206	pthlhb	ensdarg00000071070	uberon_0011611,uberon_0004119,uberon_0003457,uberon_2000488,uberon_0003103,uberon_0013765,uberon_0010313,uberon_0008911
zdb-gene-070117-1463	unm_t30288	not_found	uberon_0006860
zdb-gene-070117-1462	unm_t30769	not_found	uberon_0008897,uberon_0000479,uberon_2001269,uberon_0003102
zdb-gene-070117-1461	unm_t30776	not_found	uberon_0008897,uberon_2001269,uberon_0000479,uberon_0003102
zdb-gene-070117-1460	unm_t30775	not_found	uberon_0008897,uberon_2001269,uberon_0000479,uberon_0003102
zdb-gene-070117-1467	unm_t30330	not_found	uberon_0004120
zdb-gene-070117-1466	unm_t30259	not_found	uberon_0004120
zdb-gene-070117-1464	unm_t30591	not_found	uberon_0004141,uberon_0000489
zdb-gene-070117-1469	unm_t30832	not_found	uberon_0000061
zdb-gene-070117-1468	unm_t30328	not_found	uberon_0004120
zdb-gene-040426-731	brpf1	not_found	uberon_0000477,uberon_0011618,uberon_0011611,uberon_2000363,uberon_0011615,uberon_2000476,uberon_2001524,uberon_2001525,uberon_2000692,uberon_0003406,uberon_0004119,uberon_0002514,uberon_0004752,uberon_0008911,uberon_2000250,uberon_0011606,uberon_0011607,uberon_0000480,uberon_0005884,uberon_2001511,uberon_0003457,uberon_0003107,uberon_2000488,uberon_0003103
zdb-gene-030131-7864	sema3e	ensdarg00000036571	uberon_2001073,uberon_0000480,uberon_0000481
zdb-gene-070912-509	cables1	ensdarg00000099395	uberon_0002028,uberon_0001891,uberon_0008823
zdb-gene-041111-91	myzap	ensdarg00000075017	uberon_0002407,uberon_0000042,uberon_0000489,uberon_0002063,uberon_0005181,uberon_0002082,uberon_0002081
zdb-gene-030131-1747	lin9	ensdarg00000028475	uberon_0002407,uberon_0000042,uberon_0000480,uberon_0005725,uberon_0000033,uberon_0000019,uberon_0008823,uberon_0002100
zdb-gene-161028-1	son	not_found	uberon_0002240,uberon_0008823,uberon_0000019,uberon_0000033,uberon_0007812,uberon_0002100
zdb-gene-030131-5712	c2cd4a	ensdarg00000061416	uberon_0000061
zdb-gene-070117-1689	unm_t30983	not_found	uberon_0004120
zdb-gene-070117-1688	unm_t30982	not_found	uberon_0004120
zdb-gene-070117-1687	unm_t31390	not_found	uberon_0004120
zdb-gene-070117-1686	unm_t31151	not_found	uberon_0004120
zdb-gene-070117-1685	unm_t31149	not_found	uberon_0004120
zdb-gene-070117-1684	unm_t31147	not_found	uberon_0004120
zdb-gene-070117-1683	unm_t31145	not_found	uberon_0004120
zdb-gene-070117-1682	unm_t31074	not_found	uberon_0004120
zdb-gene-070117-1681	unm_t31073	not_found	uberon_0004120
zdb-gene-070117-1680	unm_t31072	not_found	uberon_0004120
zdb-gene-081105-64	snrnp200	ensdarg00000077536	uberon_0000948,uberon_0008823,uberon_0002100
zdb-gene-070117-993	unm_t30395	not_found	uberon_0004121
zdb-gene-021030-4	cad	ensdarg00000041895	uberon_0001555,uberon_0000477,uberon_0002407,uberon_0001700,uberon_0001701,uberon_0000491,uberon_0011610,uberon_2000084,uberon_0005362,uberon_2000106,uberon_0003714,uberon_0000019,uberon_0003524,uberon_0003406,uberon_0003278,uberon_0000033,uberon_0003338,uberon_0002107,uberon_0000489,uberon_0002457,uberon_0000480,uberon_0000468,uberon_0000948,uberon_0000042,uberon_0003513,uberon_0001945,uberon_0003107,uberon_0002037,uberon_0005057,uberon_2001516
zdb-gene-070117-2423	med10	ensdarg00000070623	uberon_0000489,uberon_0002062,uberon_0002328,uberon_0000178,uberon_0000948,uberon_0003102,uberon_0000151,uberon_0007812
zdb-gene-070117-2420	tep	not_found	uberon_0002028,uberon_0000480,uberon_0008823,uberon_0001016,uberon_0001945
zdb-gene-070117-2421	tew	not_found	uberon_0008823,uberon_0000019,uberon_0000480,uberon_0001945,uberon_0000966,uberon_0001032,uberon_0001016
zdb-gene-070117-2426	thi	not_found	uberon_0000477,uberon_0000489,uberon_0000019,uberon_0000480,uberon_0005886,uberon_0003278,uberon_0004119,uberon_0001032,uberon_0011242
zdb-gene-070117-2427	blp	not_found	uberon_0002120,uberon_0000468
zdb-gene-070117-2424	thc	not_found	uberon_0008823,uberon_0000019
zdb-gene-070117-2425	tbo	not_found	uberon_0000477,uberon_0003103,uberon_0000480,uberon_0005886,uberon_0003107,uberon_0004119
zdb-gene-070117-2429	tbr	not_found	uberon_0000178,uberon_0000468,uberon_0004120
zdb-gene-131120-142	prkd2	ensdarg00000104676	uberon_0002407,uberon_0000948,uberon_0000489,uberon_0000042
zdb-gene-131120-140	ece2b	ensdarg00000102142	uberon_0010313
zdb-gene-030131-8656	rpl10	ensdarg00000025581	uberon_0010314,uberon_0000033
zdb-gene-030131-8654	rpl7	ensdarg00000007320	uberon_0001555,uberon_0001017,uberon_0000019,uberon_0000042,uberon_0002407,uberon_0002616,uberon_0000491,uberon_0000489,uberon_2000084,uberon_0000479,uberon_0002422,uberon_0002107,uberon_0000468,uberon_0000033,uberon_0000480,uberon_0002100,uberon_0001021,uberon_2000106,uberon_0001016,uberon_0005057
zdb-gene-070117-990	unm_t30597	not_found	uberon_0001894
zdb-gene-040930-8	c10h21orf59	ensdarg00000035332	uberon_0001555,uberon_0008823,uberon_0000080,uberon_0000083,uberon_0002120,uberon_0005325,uberon_0004119,uberon_0004739,uberon_0002100,uberon_0001049,uberon_0000463,uberon_0000480,uberon_0002280,uberon_0000481,uberon_0006553,uberon_0000948,uberon_0007812,uberon_0005310,uberon_0005330,uberon_0003101,uberon_0005057
zdb-gene-001221-1	nrf1	ensdarg00000000018	uberon_0000489,uberon_0000019,uberon_0000480,uberon_0001791,uberon_0001787,uberon_0000957,uberon_0001032,uberon_0001016
zdb-gene-090929-156	not_found	not_found	uberon_0001555,uberon_0001213,uberon_0000042,uberon_0002616,uberon_0003929,uberon_0000480,uberon_0000077,uberon_0006860,uberon_0000948,uberon_0005911,uberon_0002422,uberon_0002407
zdb-gene-090929-157	not_found	not_found	uberon_0004120
zdb-gene-090929-154	not_found	not_found	uberon_0005181,uberon_0002082,uberon_0000489
zdb-gene-090929-151	not_found	not_found	uberon_0004120
zdb-gene-040930-5	rbbp6	ensdarg00000037919	uberon_0000480,uberon_2000084,uberon_0000468,uberon_0001017,uberon_0001016,uberon_0002100
zdb-gene-030131-4041	pigp	ensdarg00000038805	uberon_0003075,uberon_4000164,uberon_0003102,uberon_0002328
zdb-gene-050309-187	sfxn4	ensdarg00000069832	uberon_0004120
zdb-gene-070424-88	pald1b	ensdarg00000039352	uberon_0003496,uberon_0002616,uberon_0000480,uberon_2005020,uberon_0002200,uberon_0008998
zdb-gene-100316-7	armc4	ensdarg00000055128	uberon_2000106
zdb-gene-050419-261	wtip	ensdarg00000103607	uberon_0002120,uberon_0005325,uberon_0002407,uberon_0000042,uberon_0012463,uberon_0000077,uberon_0002062,uberon_0008823,uberon_0004739,uberon_0002100
zdb-gene-040426-2850	med25	ensdarg00000038005	uberon_0012316,uberon_0000477,uberon_0000480
zdb-gene-040426-2854	skiv2l2	ensdarg00000013457	uberon_0008823,uberon_0000019
zdb-gene-040426-2857	snx5	ensdarg00000020442	uberon_0012275,uberon_0003513,uberon_0000481,uberon_0003524,uberon_0004121,uberon_0007812,uberon_0014907,uberon_0005598
zdb-gene-060303-1	polg	ensdarg00000060951	uberon_0000489,uberon_0000468,uberon_0000019
zdb-gene-030723-4	tgfb3	ensdarg00000019367	uberon_0000477,uberon_0004906,uberon_0002407,uberon_0011611,uberon_0001703,uberon_0011615,uberon_0002412,uberon_2000476,uberon_2000657,uberon_0000078,uberon_2001239,uberon_0002397,uberon_0003278,uberon_0000033,uberon_0004752,uberon_0008911,uberon_2000250,uberon_0000489,uberon_0006597,uberon_0011606,uberon_0011607,uberon_0000480,uberon_0005886,uberon_0000948,uberon_0004185,uberon_0000042,uberon_0000165,uberon_0004376,uberon_0002539,uberon_0004375,uberon_0004745,uberon_0003107,uberon_2001640,uberon_0010321,uberon_0004741
zdb-gene-030723-3	tgfb2	ensdarg00000027087	uberon_0001708,uberon_0000477,uberon_0004119,uberon_0000480,uberon_0003462,uberon_0007215,uberon_0004745,uberon_0003107,uberon_0010321,uberon_0003103,uberon_0012316,uberon_0011242
zdb-gene-090313-79	fbxw7	ensdarg00000060994	uberon_0002240,uberon_0003513,uberon_0000481,uberon_0000468,uberon_0003524,uberon_0014907
zdb-gene-120123-29	unm_tft99	not_found	uberon_0000467,uberon_0000480,uberon_0002090,uberon_0001434,uberon_0004120
zdb-gene-120123-28	unm_tft74	not_found	uberon_0000467,uberon_0000480,uberon_0004120,uberon_0007812,uberon_4000167,uberon_0002090,uberon_0001434
zdb-gene-120123-23	unm_tft93	not_found	uberon_0003933,uberon_0003103,uberon_0000480,uberon_0000477,uberon_0000468,uberon_0003278,uberon_0004119,uberon_0007812
zdb-gene-120123-22	unm_tft91	not_found	uberon_0000489,uberon_0000042,uberon_0000468,uberon_0000948,uberon_0007812,uberon_0002407
zdb-gene-120123-21	unm_tft85	not_found	uberon_0003933,uberon_0000489,uberon_0000019,uberon_0000468,uberon_0000033,uberon_0002100
zdb-gene-120123-20	unm_tft83	not_found	uberon_0000468,uberon_0002100
zdb-gene-120123-27	unm_tft72	not_found	uberon_2000364,uberon_0000489,uberon_0002397,uberon_0006068,uberon_2001406,uberon_0004119,uberon_2000602,uberon_0004120,uberon_0008911,uberon_2000859
zdb-gene-120123-25	unm_tft131	not_found	uberon_0001708,uberon_0000477,uberon_0000489,uberon_0000019,uberon_0000480,uberon_0005886,uberon_0000468,uberon_0005884,uberon_0000033,uberon_0004119,uberon_0002100
zdb-gene-120123-24	unm_tft130	not_found	uberon_0000468,uberon_0002100
zdb-gene-000928-1	fech	ensdarg00000003462	uberon_0001555,uberon_0000080,uberon_0000491,uberon_0000480,uberon_0000468,uberon_0000178,uberon_0002107,uberon_0005057
zdb-gene-030616-450	epb41l5	ensdarg00000032324	uberon_0001555,uberon_0000476,uberon_0003714,uberon_0005362,uberon_0001032,uberon_0008823,uberon_0000019,uberon_0002616,uberon_0001791,uberon_0004119,uberon_0001772,uberon_0002120,uberon_0001777,uberon_0002286,uberon_0003338,uberon_0000480,uberon_0000966,uberon_0000964,uberon_0000948,uberon_0007812,uberon_2002192,uberon_0001782,uberon_0001788,uberon_0001789,uberon_0011778
zdb-gene-030131-3904	inppl1a	ensdarg00000104222	uberon_0000475,uberon_0012275,uberon_0004733,uberon_0000468,uberon_0005515,uberon_0005507,uberon_0005598
zdb-gene-040426-2509	otud3	ensdarg00000022648	uberon_0012275,uberon_0005598,uberon_0000480,uberon_0007812,uberon_0001017,uberon_0001016,uberon_0002100
zdb-gene-030131-9686	slbp	ensdarg00000100558	uberon_0000489,uberon_0000019,uberon_0000480,uberon_0000948,uberon_0000957,uberon_0001789,uberon_0002192,uberon_0002100
zdb-gene-030131-9685	ddx18	ensdarg00000030789	uberon_0003052,uberon_0001555,uberon_0008823,uberon_0000019,uberon_0002028,uberon_0003513,uberon_0000491,uberon_0000480,uberon_0003524,uberon_0000468,uberon_0006800,uberon_0005057,uberon_0001016,uberon_0000033,uberon_0002107,uberon_0014907,uberon_2000106,uberon_0002422,uberon_0001017
zdb-gene-040426-2500	lnx2b	ensdarg00000071478	uberon_0000468
zdb-gene-011108-2	sfrp5	ensdarg00000039041	uberon_0004185,uberon_0000489,uberon_0000491,uberon_0000925,uberon_0000160,uberon_0001264,uberon_0002107,uberon_0005057
zdb-gene-030131-2052	klhl31	ensdarg00000039066	uberon_0000489,uberon_2000084,uberon_0001074,uberon_0005181,uberon_0002082
zdb-gene-030131-7023	capzb	ensdarg00000100252	uberon_0000489,uberon_0000019,uberon_0000151,uberon_0002199,uberon_0000033,uberon_0003102,uberon_0004120
zdb-gene-040516-18	adssl1	ensdarg00000099517	uberon_2001089,uberon_0000479,uberon_0002100,uberon_0001630,uberon_0004120
zdb-gene-040303-1	dab2	ensdarg00000031761	uberon_0000479,uberon_0000480,uberon_0000481,uberon_2001286
zdb-gene-990415-56	tek	ensdarg00000028663	uberon_2005025,uberon_0000481,uberon_0002064,uberon_0011944,uberon_2005034,uberon_0014907,uberon_0003088
zdb-gene-990415-51	tcf3a	ensdarg00000005915	uberon_0012275,uberon_0005598
zdb-gene-990415-50	dlx4b	ensdarg00000071560	uberon_0000477,uberon_0011610,uberon_0001703,uberon_0000480,uberon_0004119,uberon_0003107,uberon_0003103
zdb-gene-990415-52	eef1a1l2	ensdarg00000020850	uberon_0000489,uberon_0000019,uberon_0000480,uberon_2000084,uberon_0000468,uberon_0000033,uberon_0001032
zdb-gene-081119-1	frem1a	ensdarg00000069473	uberon_2001069,uberon_0000151,uberon_2000040,uberon_0003097,uberon_0004120,uberon_4000163,uberon_4000164
zdb-gene-081119-3	frem2a	ensdarg00000076856	uberon_2001069,uberon_0000151,uberon_2000040,uberon_0003097,uberon_0001003,uberon_0004120,uberon_4000163,uberon_0010313,uberon_4000164
zdb-gene-081119-4	frem2b	ensdarg00000102626	uberon_0000475,uberon_0003061,uberon_0005291,uberon_2000040,uberon_0004120
zdb-gene-070117-2224	nkl	not_found	uberon_0010313,uberon_0000480,uberon_0001782
zdb-gene-070117-2225	nie	not_found	uberon_0000489,uberon_0000019,uberon_0000480,uberon_0001787,uberon_0000957,uberon_0001032,uberon_0001016
zdb-gene-070117-2226	nba	not_found	uberon_0001032,uberon_0000480,uberon_0000489,uberon_0000019
zdb-gene-070117-2227	niv	not_found	uberon_0007812,uberon_0010313,uberon_0000468
zdb-gene-070117-2221	nel	not_found	uberon_0008823,uberon_0002028,uberon_0000480,uberon_0005281,uberon_0001016,uberon_0001017
zdb-gene-070117-2222	ned	not_found	uberon_0000480,uberon_0001016
zdb-gene-070117-2228	nor	not_found	uberon_0004185,uberon_0001555,uberon_0000489,uberon_0000475,uberon_0000017,uberon_0000480,uberon_0000160,uberon_0008896,uberon_0001277,uberon_0006925,uberon_0005911
zdb-gene-070117-2229	bzj	not_found	uberon_0007812,uberon_0002120,uberon_0000468
zdb-gene-070912-330	irf4a	ensdarg00000006560	uberon_0000078,uberon_0010313
zdb-gene-070117-919	unm_t30807	not_found	uberon_0004141,uberon_0000489
zdb-gene-070117-918	unm_t30227	not_found	uberon_0008823
zdb-gene-070117-917	unm_t30918	not_found	uberon_0000480,uberon_0002465
zdb-gene-070117-916	unm_t30757	not_found	uberon_0000965,uberon_0000479
zdb-gene-070117-915	unm_t30360	not_found	uberon_0003102,uberon_4000164
zdb-gene-070117-914	unm_t30444	not_found	uberon_0000965,uberon_0000479
zdb-gene-070117-913	unm_t30924	not_found	uberon_2001069
zdb-gene-070117-912	unm_t30891	not_found	uberon_0000480,uberon_0002465
zdb-gene-070117-911	unm_t30613	not_found	uberon_0000489,uberon_0000019
zdb-gene-070117-910	unm_t30509	not_found	uberon_0000489,uberon_0000019
zdb-gene-980526-135	ihhb	ensdarg00000058815	uberon_0004121
zdb-gene-980526-137	chrna1	ensdarg00000009021	uberon_0000477,uberon_0004906,uberon_0002407,uberon_0011610,uberon_0004479,uberon_0003082,uberon_0013765,uberon_0010313,uberon_0000467,uberon_0001774,uberon_0000479,uberon_0000480,uberon_0000468,uberon_0005886,uberon_0007812,uberon_0004185,uberon_0000042,uberon_0000165,uberon_0003102,uberon_0003103
zdb-gene-030131-6378	heatr1	ensdarg00000099742	uberon_0001555,uberon_0003052,uberon_0000477,uberon_0002107,uberon_0000019,uberon_0000042,uberon_0002407,uberon_0000491,uberon_0000480,uberon_2000084,uberon_2000106,uberon_0010202,uberon_0006800,uberon_0005057,uberon_0000948,uberon_0000033,uberon_0008823,uberon_0002100,uberon_0008904,uberon_0001016,uberon_0001017
zdb-gene-030820-1	kif1b	ensdarg00000037020	uberon_0003102,uberon_0000480,uberon_2000175,uberon_0000468,uberon_0015212,uberon_0004119,uberon_0005291,uberon_0004121,uberon_0004120,uberon_0006860,uberon_0003061,uberon_0010314,uberon_4000164
zdb-gene-030820-2	stat5a	ensdarg00000019392	uberon_0015178,uberon_0004120,uberon_0006984
zdb-gene-070117-2168	let	not_found	uberon_0008823,uberon_0000019,uberon_0002028,uberon_0001891,uberon_0004120,uberon_0001890,uberon_0003102,uberon_0000151
zdb-gene-070117-2167	awa	not_found	uberon_0003052,uberon_0001049,uberon_0008823,uberon_0000019,uberon_0000480,uberon_0000468,uberon_0001945,uberon_0006800,uberon_0001016,uberon_0000033,uberon_0002422,uberon_0001017
zdb-gene-070117-2166	leg	not_found	uberon_0000948,uberon_0000468,uberon_0000489
zdb-gene-070117-2165	leh	not_found	uberon_0000042,uberon_0000948,uberon_0000489,uberon_0002407
zdb-gene-070117-2164	led	not_found	uberon_0010313,uberon_0000480,uberon_0001782
zdb-gene-070117-2162	wlk	not_found	uberon_0005325,uberon_0002120,uberon_0005310,uberon_0000083,uberon_0000481,uberon_0000468,uberon_0006553,uberon_0004739,uberon_0005330
zdb-gene-070117-2160	lam	not_found	uberon_0000480,uberon_0001016
zdb-gene-040806-2	lhb	ensdarg00000099363	uberon_0003100,uberon_0004120
zdb-gene-040806-1	fshb	ensdarg00000010841	uberon_0002240,uberon_0000019,uberon_0000473,uberon_0000948,uberon_0000992
zdb-gene-040426-1366	fermt3b	ensdarg00000030938	uberon_0003524,uberon_0014907,uberon_0003513,uberon_0000481
zdb-gene-040426-1367	grinab	ensdarg00000052746	uberon_0010314,uberon_0000033
zdb-gene-030131-271	smyhc1	ensdarg00000099959	uberon_0000468
zdb-gene-070117-851	unm_s272	not_found	uberon_0000489,uberon_0000948
zdb-gene-080513-1	mkxa	ensdarg00000075450	uberon_0001708,uberon_0010170,uberon_0002342,uberon_0001601,uberon_0008823,uberon_0000019,uberon_0011610,uberon_0000480,uberon_0003406,uberon_0005281,uberon_0004119,uberon_0003107,uberon_2001516,uberon_0000033,uberon_0007812,uberon_0004473,uberon_0004752,uberon_0004467
zdb-gene-031010-37	ovol1	ensdarg00000076472	uberon_0010313
zdb-gene-031010-34	ttc21b	ensdarg00000012368	uberon_0012275,uberon_0005598,uberon_0002328
zdb-gene-080925-8	not_found	not_found	uberon_2000394
zdb-gene-030131-9823	lama5	ensdarg00000058543	uberon_0000151,uberon_0000480,uberon_0000468,uberon_0003097,uberon_0001003,uberon_2000040,uberon_0004120,uberon_4000163,uberon_4000164,uberon_2000106,uberon_0001016,uberon_0001017
zdb-gene-080925-3	asy	not_found	uberon_0007812,uberon_0010313,uberon_0000033
zdb-gene-080925-2	csa	not_found	uberon_0010313
zdb-gene-080925-1	not_found	not_found	uberon_0010313,uberon_0000489,uberon_0000019
zdb-gene-030521-42	mns1	ensdarg00000060169	uberon_0005281,uberon_0002280,uberon_0000480,uberon_0000463,uberon_0002120
zdb-gene-080925-7	gaz	not_found	uberon_0010314,uberon_0004121
zdb-gene-080925-6	gau	not_found	uberon_0000467,uberon_0010313,uberon_0000480,uberon_0008229,uberon_0000033
zdb-gene-080925-5	zuw	not_found	uberon_0010313,uberon_0000033
zdb-gene-080925-4	drs	not_found	uberon_0007812,uberon_0010313,uberon_0000033
zdb-gene-070117-1144	unm_t30425	not_found	uberon_0010314,uberon_0000033
zdb-gene-070117-1145	unm_t30478	not_found	uberon_0010314,uberon_0000033
zdb-gene-070117-1146	unm_t30479	not_found	uberon_0010314,uberon_0000033
zdb-gene-070117-1147	unm_t30480	not_found	uberon_0010314,uberon_0000033
zdb-gene-070117-1140	unm_t30494	not_found	uberon_0004120
zdb-gene-070117-1141	unm_t30666	not_found	uberon_0003102,uberon_4000164
zdb-gene-070117-1143	unm_t30384	not_found	uberon_0010314,uberon_0000033
zdb-gene-041210-190	klhl42	ensdarg00000006011	uberon_0000061
zdb-gene-070117-1148	unm_t30481	not_found	uberon_0010314,uberon_0000033
zdb-gene-070117-1149	unm_t30520	not_found	uberon_0010314,uberon_0000033
zdb-gene-021212-1	ddx55	ensdarg00000009864	uberon_0003052,uberon_0001555,uberon_0000477,uberon_0001017,uberon_0002407,uberon_0000019,uberon_0000042,uberon_0011610,uberon_0000480,uberon_0005886,uberon_0000468,uberon_0006800,uberon_2000084,uberon_0000033,uberon_0004119,uberon_0013765,uberon_0010313,uberon_0002100,uberon_2000106,uberon_0001016,uberon_0000489
zdb-gene-121001-5	b4gat1	ensdarg00000077583	uberon_0000479,uberon_0001630
zdb-gene-010111-1	sox19b	ensdarg00000040266	uberon_0007812,uberon_0010314,uberon_0000033
zdb-gene-040718-48	nus1	ensdarg00000027813	uberon_0003524,uberon_0014907,uberon_0003513,uberon_0000481
zdb-gene-040718-44	rspo1	ensdarg00000104340	uberon_0003496,uberon_2005078,uberon_2005052,uberon_0002616,uberon_0000480,uberon_2005079,uberon_2005021,uberon_0004536,uberon_0002201,uberon_0003513,uberon_0014907,uberon_0003524,uberon_2000106
zdb-gene-040718-45	dnajb6a	ensdarg00000004680	uberon_0002407,uberon_0000042,uberon_0014892,uberon_0000479,uberon_0000468,uberon_0002100
zdb-gene-060419-1	phf8	ensdarg00000006584	uberon_0000475,uberon_0000477,uberon_0004362,uberon_0003114,uberon_0004119,uberon_0000480,uberon_0008896,uberon_0003278,uberon_0003116,uberon_0003115,uberon_0003103,uberon_0003066,uberon_0011242
zdb-gene-041010-56	kng1	ensdarg00000022372	uberon_0013765,uberon_0010313,uberon_0011610,uberon_0003103
zdb-gene-070314-1	rargb	ensdarg00000054003	uberon_0003704,uberon_0000491,uberon_0000481,uberon_0006283,uberon_0002107,uberon_0002106
zdb-gene-030131-5509	cavin1b	ensdarg00000059362	uberon_0000468,uberon_0004121,uberon_0002407,uberon_0000042
zdb-gene-020814-2	cxadr	ensdarg00000043658	uberon_0002120,uberon_0005325,uberon_0005598,uberon_0005330,uberon_0003929,uberon_0012463,uberon_0000083,uberon_0000481,uberon_0000468,uberon_0006553,uberon_0005911,uberon_0005310,uberon_0000948,uberon_0007812,uberon_0004739,uberon_0034969
zdb-gene-080204-126	exoc5	ensdarg00000060323	uberon_0005325,uberon_0000489,uberon_0000019,uberon_0000073,uberon_0000480,uberon_0001792,uberon_0001791,uberon_0000966,uberon_0000957,uberon_0007812,uberon_0001789,uberon_0004739
zdb-gene-070801-2	sirt1	ensdarg00000068064	uberon_0002407,uberon_0000042,uberon_0003513,uberon_0000480,uberon_0003524,uberon_0004537,uberon_0002201,uberon_0014907,uberon_0000489
zdb-gene-070725-1	nin	ensdarg00000060298	uberon_0003052,uberon_0000467,uberon_0000489,uberon_0000019,uberon_0002346,uberon_0000480,uberon_0002280,uberon_0006800,uberon_0010323,uberon_0001434,uberon_0000463
zdb-gene-070725-4	jak3	ensdarg00000010252	uberon_0000078,uberon_0010313,uberon_0002370,uberon_0003103
zdb-gene-000412-1	bdnf	ensdarg00000018817	uberon_0000042,uberon_0000019,uberon_0000479,uberon_0000480,uberon_0005281,uberon_0003278,uberon_0001785,uberon_0000033,uberon_0004119,uberon_0006860,uberon_0000941,uberon_0002407
zdb-gene-040426-1157	slc39a10	ensdarg00000005823	uberon_0000033,uberon_0000489,uberon_0000019
zdb-gene-070117-811	dzd	not_found	uberon_0001890,uberon_0000948,uberon_0000019,uberon_0000489
zdb-gene-050417-343	bdh2	ensdarg00000052696	uberon_0000019
zdb-gene-050417-342	nsmaf	ensdarg00000051920	uberon_0004120
zdb-gene-050318-2	lgals2a	ensdarg00000054942	uberon_0007812
zdb-gene-030131-4909	mbtps1	ensdarg00000014634	uberon_0001708,uberon_0000477,uberon_0000491,uberon_0000480,uberon_0005886,uberon_0000077,uberon_0008896,uberon_0003107,uberon_0000033,uberon_0002107,uberon_0005057
zdb-gene-030131-3595	pofut2	ensdarg00000045175	uberon_0000480,uberon_0015212,uberon_0001759,uberon_0000479,uberon_0010314
zdb-gene-030131-3222	tmem165	ensdarg00000034600	uberon_0001708,uberon_0000477,uberon_0011610,uberon_0004120,uberon_0000480,uberon_0000468,uberon_0004119,uberon_0003107,uberon_0003103
zdb-gene-030131-4900	ssr4	ensdarg00000019444	uberon_0007812
zdb-gene-081208-4	not_found	not_found	uberon_0001891
zdb-gene-991123-8	pth1ra	ensdarg00000020957	uberon_0003473,uberon_0000481,uberon_0005805,uberon_0004573
zdb-gene-991123-5	vmhc	ensdarg00000079564	uberon_0005181,uberon_0002082,uberon_0000489
zdb-gene-030131-3044	cax1	ensdarg00000045601	uberon_0000475,uberon_0008896,uberon_0004752,uberon_0003103,uberon_0004119
zdb-gene-040426-1623	ilvbl	ensdarg00000017126	uberon_0000468,uberon_0010314,uberon_0000033,uberon_0002100
zdb-gene-070117-766	late	not_found	uberon_2000106
zdb-gene-070117-767	tard	not_found	uberon_0000477
zdb-gene-040426-1995	abce1	ensdarg00000007216	uberon_0001555,uberon_0000489,uberon_0000042,uberon_0002407,uberon_0000491,uberon_0000480,uberon_0000948,uberon_0000033,uberon_0000019,uberon_0002107,uberon_0005057
zdb-gene-040426-1997	cstf3	ensdarg00000018904	uberon_0001555,uberon_0000489,uberon_0000019,uberon_0000491,uberon_0000480,uberon_0000033,uberon_0002107,uberon_0005057
zdb-gene-070117-768	fuzz	not_found	uberon_0003102
zdb-gene-070117-769	beyo	not_found	uberon_0000033
zdb-gene-061103-385	phkg1a	ensdarg00000030604	uberon_2005025,uberon_0014907,uberon_0000481
zdb-gene-041020-1	tll1	ensdarg00000037429	uberon_0002533,uberon_2001069,uberon_0000479,uberon_2000040,uberon_0002328,uberon_0000468,uberon_0007812,uberon_4000164
zdb-gene-020426-1	kif11	ensdarg00000010948	uberon_0001555,uberon_0002407,uberon_0014907,uberon_0001016,uberon_0001017,uberon_0000019,uberon_0002616,uberon_0002049,uberon_0006284,uberon_0000033,uberon_0004119,uberon_0008823,uberon_0010313,uberon_0002100,uberon_0002240,uberon_0001049,uberon_0000480,uberon_0000468,uberon_0000941,uberon_0001846,uberon_0000042,uberon_2005025,uberon_0001785
zdb-gene-040426-2717	hnrpdl	ensdarg00000003429	uberon_0012275,uberon_0000468,uberon_0003102,uberon_4000164,uberon_0005598
zdb-gene-030724-6	prickle2b	ensdarg00000037593	uberon_0002120
zdb-gene-070117-197	unm_m375	not_found	uberon_0008897,uberon_0003102
