zfin_id	gene_name	ensemble_id	uberon_annotations
zdb-gene-070117-1289	unm_t30417	not_found	uberon_0010314
zdb-gene-070117-1288	unm_t30694	not_found	uberon_0002424
zdb-gene-070117-1283	unm_t30465	not_found	uberon_0015212
zdb-gene-070117-1282	unm_t30639	not_found	uberon_2000084
zdb-gene-070117-1281	unm_t30638	not_found	uberon_0011362
zdb-gene-070117-1280	unm_t30637	not_found	uberon_0000042
zdb-gene-070117-1287	unm_t30585	not_found	uberon_0009621
zdb-gene-070117-1286	unm_t30584	not_found	uberon_0000489
zdb-gene-070117-1285	unm_t30316	not_found	uberon_0000489,uberon_0000019
zdb-gene-070117-1284	unm_t30247	not_found	uberon_0000491
zdb-gene-070117-1755	unm_t31408	not_found	uberon_0000479,uberon_0012438
zdb-gene-070117-1754	unm_t31453	not_found	uberon_0004120
zdb-gene-070117-1757	unm_t31429	not_found	uberon_0000479,uberon_0012438
zdb-gene-070117-1756	unm_t31428	not_found	uberon_0000479,uberon_0012438
zdb-gene-070117-1751	unm_t31404	not_found	uberon_0000479,uberon_0012438
zdb-gene-070117-1750	unm_t31402	not_found	uberon_0000479,uberon_0012438
zdb-gene-070117-1753	unm_t31407	not_found	uberon_0000479,uberon_0012438
zdb-gene-070117-1752	unm_t31405	not_found	uberon_0000479,uberon_0012438
zdb-gene-010320-1	cdk1	ensdarg00000087554	uberon_0000489,uberon_0000019,uberon_0000480,uberon_0000468,uberon_2000084,uberon_0000033,uberon_0001017,uberon_0001016,uberon_0002100
zdb-gene-070117-1758	unm_t31430	not_found	uberon_0000479,uberon_0012438
zdb-gene-040809-2	rbm42	ensdarg00000039910	uberon_0001555,uberon_0002407,uberon_0000042,uberon_0000480,uberon_0000491,uberon_0000479,uberon_0000965,uberon_0000033,uberon_0000019,uberon_0002107,uberon_0005057,uberon_0000489
zdb-gene-010803-2	spry4	ensdarg00000068732	uberon_0002064,uberon_0005507,uberon_0000481,uberon_0000468,uberon_0005515,uberon_0004733,uberon_0005511,uberon_0000033,uberon_0003075
zdb-gene-030131-1613	otop1	not_found	uberon_0000477,uberon_0001846,uberon_0002280,uberon_0000480,uberon_0000468,uberon_0001032,uberon_0000463
zdb-gene-041001-112	kdr	ensdarg00000017321	uberon_0003524,uberon_0014907,uberon_0003513,uberon_0000481
zdb-gene-041001-111	nmu	ensdarg00000043299	uberon_0000468
zdb-gene-080104-4	csf3r	ensdarg00000045959	uberon_0000468,uberon_0004120
zdb-gene-080104-7	ankrd55	ensdarg00000099182	uberon_0000061
zdb-gene-080104-1	lepr	ensdarg00000070961	uberon_0000464,uberon_0001840,uberon_2000006,uberon_0002407,uberon_0000042,uberon_0000480,uberon_0000463,uberon_0000489,uberon_0001792,uberon_0000468,uberon_0002280,uberon_0001785,uberon_0000019,uberon_0007812,uberon_0000957,uberon_0000941,uberon_0002100
zdb-gene-070117-1131	unm_t30238	not_found	uberon_0001890
zdb-gene-051201-1	scn4ab	ensdarg00000034588	uberon_0000033,uberon_0014892,uberon_0000479,uberon_0000468,uberon_0003102,uberon_0010314,uberon_4000164
zdb-gene-051201-2	scn4aa	ensdarg00000098738	uberon_0003102,uberon_0014892,uberon_0000479,uberon_0000468,uberon_0000033,uberon_0010314,uberon_4000164
zdb-gene-070117-1132	unm_t30902	not_found	uberon_0013765,uberon_0004119,uberon_0001264,uberon_0003103
zdb-gene-070117-1135	unm_t30581	not_found	uberon_0013765,uberon_0004119,uberon_0003103,uberon_0001264
zdb-gene-070117-1134	unm_t30297	not_found	uberon_0010313
zdb-gene-070117-1137	unm_t30225	not_found	uberon_0008823
zdb-gene-070117-1136	unm_t30158	not_found	uberon_0008823
zdb-gene-070117-1139	unm_t30604	not_found	uberon_0003278,uberon_0000480,uberon_0000477,uberon_0004119
zdb-gene-070117-1138	unm_t30748	not_found	uberon_0000477,uberon_0000480,uberon_0003278,uberon_0004119
zdb-gene-030131-5579	rgs14a	ensdarg00000021521	uberon_0000061
zdb-gene-020424-3	lmna	ensdarg00000013415	uberon_0011610,uberon_0002407,uberon_0000042,uberon_0003107,uberon_0004119,uberon_0002199,uberon_0003102,uberon_0000948,uberon_0002063,uberon_0002100,uberon_0008823
zdb-gene-030131-5577	bmb	ensdarg00000096603	uberon_0004750,uberon_0000061
zdb-gene-060503-301	magi3b	ensdarg00000025974	uberon_0005281,uberon_0002280,uberon_0000463,uberon_0000480
zdb-gene-041014-178	afg1lb	ensdarg00000042902	uberon_0005281,uberon_0000480
zdb-gene-031009-1	fscn1a	ensdarg00000059680	uberon_0000475,uberon_0002410,uberon_0002342,uberon_0010170,uberon_0000480,uberon_0004362,uberon_0000013,uberon_0000925,uberon_0006860,uberon_0008895,uberon_0003107,uberon_0000948,uberon_0003351,uberon_0004117,uberon_0004752,uberon_0001016,uberon_0003099
zdb-gene-030131-8708	rps15a	ensdarg00000010160	uberon_0003052,uberon_0000479,uberon_2000084,uberon_2000106,uberon_0001016,uberon_0001017,uberon_2000006,uberon_0000019,uberon_0002028,uberon_0003069,uberon_0000033,uberon_0002100,uberon_0000489,uberon_0001890,uberon_0001893,uberon_0000480,uberon_0000468,uberon_0008897,uberon_0000966,uberon_0007812,uberon_0001021,uberon_0001943,uberon_0001945,uberon_0006800,uberon_0003102,uberon_0002037,uberon_0002422
zdb-gene-040426-793	rasl11b	ensdarg00000015611	uberon_0007812
zdb-gene-040930-9	snrpf	ensdarg00000105037	uberon_0002407,uberon_0000042,uberon_0000480,uberon_0000468,uberon_2000084,uberon_0000033,uberon_0000019,uberon_0000489,uberon_0001016,uberon_0001017
zdb-gene-040426-2906	nedd1	ensdarg00000013472	uberon_0002240,uberon_0001714,uberon_0003714,uberon_0001890,uberon_0000468,uberon_0003338,uberon_0007812,uberon_0010313
zdb-gene-040426-2904	emc3	ensdarg00000020607	uberon_0000489,uberon_0000019,uberon_0000480,uberon_0001787,uberon_0000957,uberon_0001032
zdb-gene-030131-966	usp39	ensdarg00000041908	uberon_0005598,uberon_0000019,uberon_0000042,uberon_0002407,uberon_0012275,uberon_0000480,uberon_0000468,uberon_0001016,uberon_0000033,uberon_0002616,uberon_0007812,uberon_0000489,uberon_0002196,uberon_0001017
zdb-gene-040930-4	polr1d	ensdarg00000037570	uberon_0001555,uberon_0008823,uberon_0000019,uberon_0002407,uberon_0000491,uberon_0000480,uberon_0000042,uberon_2000084,uberon_0000948,uberon_0000033,uberon_0002107,uberon_0005057,uberon_0001016,uberon_0001017
zdb-gene-040930-7	uspl1	ensdarg00000034825	uberon_0000480,uberon_0000468,uberon_0010314,uberon_2000084,uberon_0000033,uberon_0001017,uberon_2000106,uberon_0001016,uberon_0002100
zdb-gene-040930-6	cenpl	ensdarg00000038802	uberon_0000489,uberon_0000019,uberon_0000480,uberon_0000468,uberon_2000084,uberon_0000033,uberon_0001017,uberon_2000106,uberon_0001016,uberon_0002100
zdb-gene-030131-960	ik	ensdarg00000004161	uberon_0000489,uberon_0000042,uberon_0005181,uberon_0002082,uberon_0002407
zdb-gene-011128-2	jag1a	ensdarg00000030289	uberon_0004120,uberon_0011610,uberon_0000480,uberon_0004119,uberon_0003107,uberon_0000949,uberon_0003103,uberon_0004752
zdb-gene-011128-3	jag2b	ensdarg00000021389	uberon_0007844,uberon_2001456,uberon_0003103,uberon_0010313
zdb-gene-011128-4	jag1b	ensdarg00000013168	uberon_0001708,uberon_0007274,uberon_0007275,uberon_0011610,uberon_0000477,uberon_0002514,uberon_0004752,uberon_0000464,uberon_2000250,uberon_0011607,uberon_0000480,uberon_0000468,uberon_2007054,uberon_2007055,uberon_0000949,uberon_0003091,uberon_0001843,uberon_0001846,uberon_0003457,uberon_0003107,uberon_0003103,uberon_2002215
zdb-gene-011128-7	gucy2f	ensdarg00000025504	uberon_0003926,uberon_0000073,uberon_0000480,uberon_0000966,uberon_0000957
zdb-gene-100922-225	sphk2	ensdarg00000069893	uberon_0000477,uberon_0000489,uberon_0000480,uberon_0004141,uberon_0003278,uberon_0000948,uberon_0003102,uberon_0004119,uberon_4000162
zdb-gene-031118-20	fut8a	ensdarg00000015449	uberon_0002240,uberon_0005598,uberon_0000019,uberon_0001890,uberon_0000480,uberon_0008895,uberon_0000468,uberon_0000966,uberon_0001759,uberon_0002422,uberon_0034763,uberon_0010313,uberon_0019258,uberon_0003098,uberon_0012275
zdb-gene-091204-7	cacna1fa	ensdarg00000010933	uberon_0000489,uberon_0000019,uberon_0000480,uberon_0001790,uberon_0000957
zdb-gene-050410-7	nr1h3	ensdarg00000098439	uberon_0000489,uberon_0000019,uberon_0011610,uberon_0003107,uberon_0000033,uberon_0004119
zdb-gene-040128-2	fgfrl1a	ensdarg00000032617	uberon_0004185,uberon_0001708,uberon_0000477,uberon_0003932,uberon_0000019,uberon_0000480,uberon_0005884,uberon_0005281,uberon_0003107,uberon_2001516,uberon_0006860,uberon_0004752,uberon_0000160,uberon_0003406
zdb-gene-040128-1	trim71	ensdarg00000075593	uberon_0007812,uberon_2000084,uberon_0002100
zdb-gene-060616-252	stra6	ensdarg00000051874	uberon_0000019,uberon_0000042,uberon_0002407,uberon_0011610,uberon_0000489,uberon_0000468,uberon_0005425,uberon_0008896,uberon_0003107,uberon_0000948,uberon_0000033,uberon_0004119,uberon_0004752,uberon_0005291,uberon_0003406,uberon_2001516,uberon_0002081
zdb-gene-030616-585	prmt5	ensdarg00000079605	uberon_0012275,uberon_0000468,uberon_0005598
zdb-gene-080415-1	rest	ensdarg00000103046	uberon_0001049,uberon_0000480,uberon_0003011,uberon_0003100,uberon_0003101,uberon_0007635,uberon_0010314
zdb-gene-011210-2	xbp1	ensdarg00000035622	uberon_0002107,uberon_0000491,uberon_0005057
zdb-gene-011210-1	casp3a	ensdarg00000017905	uberon_0000468
zdb-gene-990630-12	cntn2	ensdarg00000000472	uberon_2000318,uberon_0002309,uberon_0003714,uberon_0002616,uberon_0000480,uberon_0001675,uberon_0014891,uberon_0003338
zdb-gene-990630-11	lft2	ensdarg00000044059	uberon_0002050,uberon_0000033,uberon_0000489,uberon_0000019
zdb-gene-040426-1902	erp44	ensdarg00000019008	uberon_0002407,uberon_0000042,uberon_0000489,uberon_0000468,uberon_0000948,uberon_0002062,uberon_0002100,uberon_0002082,uberon_0002081
zdb-gene-050419-93	otogl	ensdarg00000088750	uberon_2000676,uberon_0000463
zdb-gene-031217-3	gja3	ensdarg00000021889	uberon_0000489,uberon_0000019,uberon_0001630,uberon_0018649,uberon_0001083,uberon_0000948,uberon_0002082
zdb-gene-031217-1	ldlra	ensdarg00000029476	uberon_0000491,uberon_0000481,uberon_0002065,uberon_0005291,uberon_0002107,uberon_0001919,uberon_0005057
zdb-gene-050522-454	tsen54	ensdarg00000036844	uberon_0003052,uberon_0006800,uberon_0008823,uberon_0000468
zdb-gene-091006-3	macc1	ensdarg00000040717	uberon_0005945,uberon_0000489,uberon_0000019,uberon_0003406,uberon_0003107,uberon_2001516,uberon_0000033,uberon_0004119,uberon_0004752,uberon_0011242
zdb-gene-980526-29	dla	ensdarg00000010791	uberon_0003051,uberon_0000463,uberon_0002028,uberon_0001894,uberon_0001892,uberon_0000468,uberon_0002328,uberon_0004733,uberon_0007275,uberon_0002280,uberon_0003079,uberon_0002214,uberon_0010313,uberon_2000633,uberon_0002100
zdb-gene-980526-26	msx1b	ensdarg00000008886	uberon_0003933,uberon_0000033,uberon_0003103,uberon_0007812,uberon_0010314
zdb-gene-040426-1279	dctn2	ensdarg00000031388	uberon_0000019,uberon_0000480,uberon_0000468,uberon_0001787,uberon_0000957,uberon_0000489
zdb-gene-040426-1272	ddb1	ensdarg00000074431	uberon_0003933,uberon_0008823,uberon_0000019,uberon_0000073,uberon_0000468,uberon_0000966,uberon_0000033,uberon_0004119,uberon_0006860
zdb-gene-040426-1274	sox4b	ensdarg00000098834	uberon_0000061
zdb-gene-040426-1275	foxm1	ensdarg00000003200	uberon_0000468,uberon_0010314,uberon_0000033,uberon_0004120
zdb-gene-030131-6485	mta3	ensdarg00000054903	uberon_0000468,uberon_0004120
zdb-gene-081104-267	agtpbp1	ensdarg00000105214	uberon_0003050,uberon_0008823,uberon_0000019,uberon_0000480,uberon_0000468,uberon_0005281
zdb-gene-030131-180	cd63	ensdarg00000025147	uberon_0002050,uberon_0002538,uberon_0004120
zdb-gene-030814-2	tp73	ensdarg00000017953	uberon_0000477,uberon_0008823,uberon_0011610,uberon_0003050,uberon_0011615,uberon_0000019,uberon_0003406,uberon_0000033,uberon_0004119,uberon_0004752,uberon_0008911,uberon_0002513,uberon_0002539,uberon_0011607,uberon_0000480,uberon_0000468,uberon_0008895,uberon_2001516,uberon_0001893,uberon_0001846,uberon_0003457,uberon_0004740
zdb-gene-070410-73	zgc:162324	ensdarg00000026086	uberon_0005281,uberon_0002280,uberon_0000480,uberon_0000463
zdb-gene-070117-2472	wde	not_found	uberon_0000480,uberon_0001032,uberon_0000489,uberon_0000019
zdb-gene-060512-211	usp22	ensdarg00000040407	uberon_0008823
zdb-gene-110215-2	slc4a1b	ensdarg00000024560	uberon_0004121
zdb-gene-070112-1822	dcbld2	ensdarg00000062177	uberon_0003086,uberon_0000481
zdb-gene-070117-68	blt	not_found	uberon_0002100
zdb-gene-070117-69	blockhead	not_found	uberon_0000019,uberon_0000480,uberon_0000468,uberon_0000033,uberon_0004119,uberon_0006860,uberon_0001032,uberon_0002100
zdb-gene-070117-62	anc	not_found	uberon_0006860,uberon_0000468,uberon_0004119
zdb-gene-070117-63	bll	not_found	uberon_0006860,uberon_0000468,uberon_0004119
zdb-gene-070117-61	cfs	not_found	uberon_0000489,uberon_0000019
zdb-gene-070117-66	big	not_found	uberon_0006860,uberon_0004119
zdb-gene-070117-67	bdd	not_found	uberon_0001555,uberon_0000477,uberon_0000480,uberon_0005886,uberon_0000468,uberon_0004119,uberon_0006860,uberon_0010313
zdb-gene-070117-64	boo	not_found	uberon_0001032,uberon_0000480,uberon_0000489,uberon_0000019
zdb-gene-070117-65	ben	not_found	uberon_0006860,uberon_0004119
zdb-gene-080725-1	sox18	ensdarg00000058598	uberon_2001073,uberon_0000480,uberon_0000481,uberon_0004536,uberon_0005291,uberon_0001631
zdb-gene-041212-87	cavin4b	ensdarg00000056743	uberon_0000479,uberon_0014892,uberon_0004120
zdb-gene-041212-84	cdk20	ensdarg00000003867	uberon_0007812,uberon_0002100
zdb-gene-020905-2	copa	ensdarg00000004173	uberon_0005598,uberon_0000480,uberon_2000084,uberon_0002328,uberon_0000468,uberon_0015212,uberon_0000033,uberon_0001785,uberon_0003102,uberon_0008823,uberon_0002100,uberon_0000941,uberon_0010314,uberon_0012275
zdb-gene-080204-8	march8	ensdarg00000062489	uberon_0000468,uberon_0003102,uberon_4000164
zdb-gene-080204-6	slc2a10	ensdarg00000090820	uberon_2001286,uberon_0000042,uberon_0000480,uberon_0000479,uberon_0000468,uberon_0002063,uberon_0007812,uberon_0002328,uberon_0002407
zdb-gene-070117-1939	unm_t31080	not_found	uberon_0008897,uberon_0003102
zdb-gene-070117-1938	unm_t31079	not_found	uberon_0000061,uberon_2000084
zdb-gene-001212-7	atp1a3a	ensdarg00000018259	uberon_0005281,uberon_0010313,uberon_0000480
zdb-gene-001212-6	atp1a2a	ensdarg00000010472	uberon_0001555,uberon_0005598,uberon_0000489,uberon_0000042,uberon_0002407,uberon_0012275,uberon_0000491,uberon_0000480,uberon_0002107,uberon_0000948,uberon_0007812,uberon_0005057
zdb-gene-070117-1931	unm_t31436	not_found	uberon_0008823
zdb-gene-001212-8	atp1a3b	ensdarg00000104139	uberon_0005281,uberon_0000480
zdb-gene-070117-1933	unm_t31490	not_found	uberon_0008823
zdb-gene-070117-1932	unm_t31242	not_found	uberon_0004120
zdb-gene-070117-1934	unm_t31492	not_found	uberon_0008823
zdb-gene-070117-1937	unm_t31006	not_found	uberon_0008897,uberon_0003102
zdb-gene-070117-1936	unm_t31001	not_found	uberon_0008897,uberon_0003102
zdb-gene-070427-12	fsb	not_found	uberon_0000477,uberon_2000006,uberon_0001846,uberon_0000480,uberon_0000468,uberon_0000033
zdb-gene-070427-11	cod	not_found	uberon_0000477,uberon_2000676,uberon_0001846,uberon_2000530,uberon_0000480,uberon_0000463
zdb-gene-070427-10	peb	not_found	uberon_2000676,uberon_0000463,uberon_2000530
zdb-gene-050522-216	ptk7a	ensdarg00000011863	uberon_0000477,uberon_0002412,uberon_0012275,uberon_0000480,uberon_0000468,uberon_0005281,uberon_0001130,uberon_0008823,uberon_0008911,uberon_0003089,uberon_0005598
zdb-gene-090929-37	not_found	not_found	uberon_0004120
zdb-gene-040812-2	caprin2	ensdarg00000020749	uberon_0007812,uberon_0002533,uberon_0001893,uberon_0000468
zdb-gene-070627-7	gin6	not_found	uberon_0000480,uberon_0001008
zdb-gene-070627-6	gin5	not_found	uberon_0008823,uberon_0000019
zdb-gene-050417-296	cfap161	ensdarg00000018281	uberon_0000475,uberon_0008823,uberon_0000480,uberon_0002280,uberon_0005281,uberon_0000463
zdb-gene-070627-2	gin1	not_found	uberon_0000489,uberon_0000033,uberon_0000948
zdb-gene-021115-4	cdon	ensdarg00000061328	uberon_0000475,uberon_0005412,uberon_0014764
zdb-gene-100211-2	usp45	ensdarg00000075013	uberon_0002407,uberon_0000019,uberon_0000480,uberon_0000042,uberon_0000033,uberon_0001017,uberon_2000106,uberon_0001016,uberon_0000489
zdb-gene-100211-1	usp43a	ensdarg00000103494	uberon_0005598,uberon_0002407,uberon_0000489,uberon_0001890,uberon_0012275,uberon_0000480,uberon_0000042,uberon_0000468,uberon_0000033,uberon_0000019,uberon_0007812,uberon_0001016,uberon_0001017
zdb-gene-080709-4	kif3cb	ensdarg00000079500	uberon_0003099
zdb-gene-030131-3197	zmat2	ensdarg00000004956	uberon_0001555,uberon_0002407,uberon_0000019,uberon_0000491,uberon_0000480,uberon_0000042,uberon_0005057,uberon_0000948,uberon_0000033,uberon_0002107,uberon_0001017,uberon_0001016,uberon_0008823
zdb-gene-030131-3196	smc3	ensdarg00000019000	uberon_0005598,uberon_0003102,uberon_0000019,uberon_0000468,uberon_0002328,uberon_0002037,uberon_0000948,uberon_0000033,uberon_0007812,uberon_4000164,uberon_0008823,uberon_0012275
zdb-gene-060526-165	rabep1	ensdarg00000059600	uberon_0007812,uberon_0000468
zdb-gene-050417-126	wdr73	ensdarg00000023152	uberon_0008823,uberon_0000480,uberon_0000468,uberon_0005281,uberon_0000033,uberon_0007812,uberon_0010314
zdb-gene-980605-4	foxd5	ensdarg00000042485	uberon_0005598,uberon_0015178,uberon_0000033,uberon_0006984,uberon_0007812,uberon_0010314,uberon_0012275
zdb-gene-070117-189	unm_th279c	not_found	uberon_0002280,uberon_0000463
zdb-gene-070117-184	unm_tc326c	not_found	uberon_0004119
zdb-gene-070117-186	unm_tm271b	not_found	uberon_0000467,uberon_0001774,uberon_0000480,uberon_0004120,uberon_0000479,uberon_0000468,uberon_0004479,uberon_0003082
zdb-gene-070117-187	unm_tq253g	not_found	uberon_0000477,uberon_0004119,uberon_0000480,uberon_0005886,uberon_0001707,uberon_0011085
zdb-gene-070117-180	unm_tl55	not_found	uberon_0007812,uberon_0000468
zdb-gene-070117-181	unm_tu228c	not_found	uberon_0002050,uberon_0000061
zdb-gene-070117-182	unm_m500	not_found	uberon_0010313
zdb-gene-070117-183	unm_m746	not_found	uberon_0007812,uberon_0000468
zdb-gene-030131-3777	tardbp	ensdarg00000040031	uberon_0010313,uberon_0000468
zdb-gene-030131-3776	ptena	ensdarg00000071018	uberon_0014907,uberon_0000489,uberon_0000019,uberon_0003513,uberon_0002280,uberon_0000042,uberon_0002328,uberon_0000178,uberon_0003524,uberon_0000033,uberon_0007812,uberon_2002223,uberon_0002407
zdb-gene-030131-9638	bsg	ensdarg00000019881	uberon_0008897,uberon_0003102,uberon_0000489,uberon_0000033,uberon_0000019
zdb-gene-030131-9631	ogt.1	ensdarg00000105243	uberon_0000489,uberon_0000019,uberon_0002028,uberon_0012275,uberon_0000468,uberon_0002328,uberon_0001890,uberon_0000033,uberon_0002050,uberon_0005598
zdb-gene-030616-23	stat1b	ensdarg00000076182	uberon_0004120
zdb-gene-070117-450	unm_tu254	not_found	uberon_0000467,uberon_0001774,uberon_0000479,uberon_0004120,uberon_0000480,uberon_0000468,uberon_0004479,uberon_0003082
zdb-gene-070117-451	unm_m648	not_found	uberon_0007812,uberon_0000468
zdb-gene-070117-456	unm_tz214a	not_found	uberon_0007812,uberon_0002120,uberon_0000468
zdb-gene-070117-457	unm_tw220b	not_found	uberon_0000468
zdb-gene-070117-454	unm_m637	not_found	uberon_0000475,uberon_0003102
zdb-gene-070117-455	unm_m179	not_found	uberon_0001782,uberon_0000480,uberon_0010313
zdb-gene-070117-458	unm_m439	not_found	uberon_0007812,uberon_0000468
zdb-gene-070117-459	unm_m449	not_found	uberon_0010313,uberon_0000480,uberon_0001782
zdb-gene-980526-340	gata5	ensdarg00000017821	uberon_0004185,uberon_0000489,uberon_0001042,uberon_0000490,uberon_0000481,uberon_0000468,uberon_0000160,uberon_0004141,uberon_0013765,uberon_0000948,uberon_0003351
zdb-gene-980526-437	ta	ensdarg00000101576	uberon_0002328,uberon_2000106,uberon_0001016,uberon_0000489,uberon_0004573,uberon_0000073,uberon_2001257,uberon_0003081,uberon_0005805,uberon_0010313,uberon_0002100,uberon_0005498,uberon_0005598,uberon_0000480,uberon_0000926,uberon_0000468,uberon_2000001,uberon_0007812,uberon_0003901,uberon_2001089,uberon_0004141,uberon_0003473,uberon_0003079,uberon_0003102,uberon_2001821,uberon_4000164
zdb-gene-980605-16	lfng	ensdarg00000037879	uberon_0002616,uberon_0000480,uberon_0000479,uberon_0003011,uberon_0002633,uberon_0007635,uberon_0010314
zdb-gene-040426-2464	rbfox2	ensdarg00000052182	uberon_0014892,uberon_0000479
zdb-gene-030131-9093	dpm2	ensdarg00000095623	uberon_0000479,uberon_0000468,uberon_0001630
zdb-gene-040426-2466	cirh1a	ensdarg00000017675	uberon_0003704,uberon_0004058,uberon_0000491,uberon_0000481,uberon_2000084,uberon_0002107,uberon_0001283,uberon_0005057
zdb-gene-031014-1	smad9	ensdarg00000021938	uberon_0004120,uberon_0000480,uberon_0001016,uberon_0001017
zdb-gene-050103-13	not_found	not_found	uberon_2005025,uberon_0000480,uberon_0000481,uberon_2005034,uberon_0002200,uberon_0014907
zdb-gene-040708-1	prdm5	ensdarg00000006288	uberon_0001708,uberon_0001555,uberon_0000464,uberon_0005945,uberon_0003056,uberon_0000019,uberon_2005269,uberon_0000491,uberon_0001703,uberon_0000480,uberon_0000926,uberon_0000468,uberon_0003107,uberon_0000948,uberon_0000489,uberon_0000033,uberon_0002107,uberon_0000477,uberon_0011242,uberon_0005057
zdb-gene-020801-1	bbs2	ensdarg00000041621	uberon_0007298,uberon_0034969,uberon_0005598,uberon_0000083,uberon_0002328,uberon_0006553,uberon_0005330
zdb-gene-070117-236	unm_tw212c	not_found	uberon_0010313
zdb-gene-070117-237	unm_m756	not_found	uberon_0000477,uberon_0000489,uberon_0000019,uberon_0004119,uberon_0000480,uberon_0005886,uberon_0000151,uberon_0003102,uberon_0004120,uberon_0010313,uberon_0001032
zdb-gene-070117-234	unm_m731	not_found	uberon_0010313
zdb-gene-070117-235	unm_m252	not_found	uberon_0007812,uberon_0000468
zdb-gene-070117-232	unm_m613	not_found	uberon_0008823,uberon_0002028,uberon_0000480,uberon_2000084,uberon_0005281,uberon_2000106,uberon_0001016,uberon_0001017
zdb-gene-070117-981	unm_t30412	not_found	uberon_0004141,uberon_0000489
zdb-gene-070117-230	unm_m557	not_found	uberon_0001891,uberon_0000480,uberon_0008823,uberon_0001016
zdb-gene-070117-983	unm_t30499	not_found	uberon_0004141,uberon_0000489
zdb-gene-030131-1452	alox12	ensdarg00000069463	uberon_0005598,uberon_0012275,uberon_0000042,uberon_0002028,uberon_0001891,uberon_0001894,uberon_0002407,uberon_2000084,uberon_0000965,uberon_0000033,uberon_0000019,uberon_0007812,uberon_0000489
zdb-gene-031113-5	znf503	ensdarg00000018492	uberon_0000475,uberon_0000489,uberon_0000019,uberon_0000480,uberon_0000073,uberon_0014764,uberon_0005412,uberon_0000966,uberon_0001782
zdb-gene-070117-988	unm_t30163	not_found	uberon_0001894
zdb-gene-070117-238	unm_m73	not_found	uberon_0008823,uberon_0000491,uberon_0000481,uberon_0002107,uberon_0001281,uberon_0005057
zdb-gene-070117-239	unm_tp72e	not_found	uberon_0002328,uberon_0005598,uberon_0012275
zdb-gene-030131-5297	rpl12	ensdarg00000006691	uberon_0001555,uberon_0003052,uberon_0002100,uberon_0001016,uberon_0008823,uberon_0000042,uberon_0002407,uberon_0000491,uberon_0000480,uberon_2000084,uberon_0002028,uberon_0006800,uberon_0000468,uberon_0000033,uberon_0000019,uberon_0002107,uberon_0005057,uberon_2000106,uberon_0002422,uberon_0001017
zdb-gene-040912-118	uxt	ensdarg00000019339	uberon_0003513,uberon_0000481,uberon_0000468,uberon_0003524,uberon_0002100,uberon_0003102,uberon_0014907,uberon_4000164
zdb-gene-040912-117	lypd6	ensdarg00000004307	uberon_0002100,uberon_0003102,uberon_4000164
zdb-gene-030131-9895	znf513a	ensdarg00000019961	uberon_0000489,uberon_0000019,uberon_0000480,uberon_0001792,uberon_0001791,uberon_0001789,uberon_0000957
zdb-gene-070117-1733	unm_t31278	not_found	uberon_0000479,uberon_0012438
zdb-gene-070117-1732	unm_t31422	not_found	uberon_0004120
zdb-gene-070117-1731	unm_t31276	not_found	uberon_0000479,uberon_0012438
zdb-gene-070117-1730	unm_t31270	not_found	uberon_0000479,uberon_0012438
zdb-gene-070117-1737	unm_t31317	not_found	uberon_0000479,uberon_0012438
zdb-gene-070117-1736	unm_t31283	not_found	uberon_0000479,uberon_0012438
zdb-gene-070117-1735	unm_t31282	not_found	uberon_0000479,uberon_0012438
zdb-gene-070117-1734	unm_t31281	not_found	uberon_0000479,uberon_0012438
zdb-gene-070117-1739	unm_t31320	not_found	uberon_0000479,uberon_0012438
zdb-gene-070117-1738	unm_t31319	not_found	uberon_0000479,uberon_0012438
zdb-gene-010316-1	slc6a3	ensdarg00000004219	uberon_0000468
zdb-gene-041001-138	mdn1	ensdarg00000008976	uberon_0001555,uberon_0001708,uberon_0000477,uberon_0002407,uberon_0000019,uberon_0000480,uberon_0000042,uberon_2000084,uberon_0000468,uberon_0000033,uberon_0004119,uberon_0006860,uberon_0001846
zdb-gene-090311-1	gper1	ensdarg00000074661	uberon_0002028,uberon_0000033,uberon_0002100
zdb-gene-030131-2299	cltca	ensdarg00000043493	uberon_0001555,uberon_0001708,uberon_0000948,uberon_0002407,uberon_0000042,uberon_0001890,uberon_0001891,uberon_0000491,uberon_0003513,uberon_0005886,uberon_2000084,uberon_0000480,uberon_0005057,uberon_2001286,uberon_0002100,uberon_0000033,uberon_0002107,uberon_0014907,uberon_0003088,uberon_0000489
zdb-gene-041111-102	atg4da	ensdarg00000043548	uberon_0008823,uberon_0000042,uberon_0002407,uberon_0000480,uberon_0000019,uberon_0010313,uberon_0001016,uberon_0001017
zdb-gene-090311-6	plxna2	ensdarg00000060372	uberon_0001891,uberon_0000489,uberon_0000019,uberon_0004128
zdb-gene-050417-22	cdk5r2a	ensdarg00000071011	uberon_0015212,uberon_0000073,uberon_0000480,uberon_0001790,uberon_0000966,uberon_0001785,uberon_0000957,uberon_0000941,uberon_0010314
zdb-gene-050417-26	ca8	ensdarg00000039098	uberon_0000042,uberon_0000468,uberon_0002037,uberon_0006860,uberon_0000033,uberon_0004119,uberon_0007812,uberon_0002407
zdb-gene-030429-30	gmnn	ensdarg00000035957	uberon_0000475,uberon_0000089,uberon_2000001,uberon_0000489,uberon_0000019,uberon_0000491,uberon_0000468,uberon_0000948,uberon_0001264,uberon_0002107,uberon_0003075,uberon_0005057
